Rep,N,Crate,Model,run_sec,nu
90,25,0.0,MVTCR,0.0399999999999991,4
90,25,0.0,MSLCR,0.0199999999999996,4
91,25,0.0,MVNR,0.0,4
91,25,0.0,MVTR,0.0199999999999996,4
91,25,0.0,MSLR,0.0099999999999997,4
91,25,0.0,MVNCR,0.0,4
91,25,0.0,MVTCR,0.0300000000000011,4
91,25,0.0,MSLCR,0.0099999999999997,4
92,25,0.0,MVNR,0.0,4
92,25,0.0,MVTR,0.0199999999999996,4
92,25,0.0,MSLR,0.0099999999999997,4
92,25,0.0,MVNCR,0.0,4
92,25,0.0,MVTCR,0.0499999999999989,4
92,25,0.0,MSLCR,0.0300000000000011,4
93,25,0.0,MVNR,0.0,4
93,25,0.0,MVTR,0.0099999999999997,4
93,25,0.0,MSLR,0.0500000000000007,4
93,25,0.0,MVNCR,0.0,4
93,25,0.0,MVTCR,0.0400000000000009,4
93,25,0.0,MSLCR,0.0199999999999996,4
94,25,0.0,MVNR,0.0099999999999997,4
94,25,0.0,MVTR,0.0199999999999996,4
94,25,0.0,MSLR,0.0700000000000003,4
94,25,0.0,MVNCR,0.0,4
94,25,0.0,MVTCR,0.0500000000000007,4
94,25,0.0,MSLCR,0.0099999999999997,4
95,25,0.0,MVNR,0.0,4
95,25,0.0,MVTR,0.0199999999999996,4
95,25,0.0,MSLR,0.0099999999999997,4
95,25,0.0,MVNCR,0.0,4
95,25,0.0,MVTCR,0.0299999999999994,4
95,25,0.0,MSLCR,0.0099999999999997,4
96,25,0.0,MVNR,0.0,4
96,25,0.0,MVTR,0.0400000000000009,4
96,25,0.0,MSLR,0.0099999999999997,4
96,25,0.0,MVNCR,0.0,4
96,25,0.0,MVTCR,0.0299999999999994,4
96,25,0.0,MSLCR,0.0099999999999997,4
97,25,0.0,MVNR,0.0,4
97,25,0.0,MVTR,0.0199999999999996,4
97,25,0.0,MSLR,0.0300000000000011,4
97,25,0.0,MVNCR,0.0,4
97,25,0.0,MVTCR,0.0199999999999996,4
97,25,0.0,MSLCR,0.0199999999999996,4
98,25,0.0,MVNR,0.0,4
98,25,0.0,MVTR,0.0200000000000014,4
98,25,0.0,MSLR,0.0099999999999997,4
98,25,0.0,MVNCR,0.0099999999999997,4
98,25,0.0,MVTCR,0.0299999999999994,4
98,25,0.0,MSLCR,0.0,4
99,25,0.0,MVNR,0.0,4
99,25,0.0,MVTR,0.0199999999999996,4
99,25,0.0,MSLR,0.0400000000000009,4
99,25,0.0,MVNCR,0.0,4
99,25,0.0,MVTCR,0.0500000000000007,4
99,25,0.0,MSLCR,0.0099999999999997,4
100,25,0.0,MVNR,0.0,4
100,25,0.0,MVTR,0.0400000000000009,4
100,25,0.0,MSLR,0.119999999999999,4
100,25,0.0,MVNCR,0.0,4
100,25,0.0,MVTCR,0.0400000000000009,4
100,25,0.0,MSLCR,0.0299999999999994,4
1,25,0.05,MVNR,0.01,4
1,25,0.05,MVTR,0.03,4
1,25,0.05,MSLR,0.04,4
1,25,0.05,MVNCR,0.630000000000109,4
1,25,0.05,MVTCR,4.09999999999991,4
1,25,0.05,MSLCR,2742.68,4
2,25,0.05,MVNR,0.0,4
2,25,0.05,MVTR,0.0199999999999998,4
2,25,0.05,MSLR,0.03,4
2,25,0.05,MVNCR,0.720000000000027,4
2,25,0.05,MVTCR,3.50999999999999,4
2,25,0.05,MSLCR,1955.22,4
3,25,0.05,MVNR,0.01,4
3,25,0.05,MVTR,0.03,4
3,25,0.05,MSLR,0.03,4
